"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"55769";"=""220867898""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""22""";"=""2203""";"=""2203032""";"=""0743250""";"=""21970""";"POMORSKIE";"człuchowski";"Człuchów";"Wierzchowo-Dworzec";"osada";"ul. Szkolna";"=""9""";"";"=""77-300""";"Człuchów";"=""598331517""";"=""598331517""";"sekretariat@mos.czluchow.org.pl";"www.moswierzchowo.pl";"publiczna";"Dzieci lub młodzież";"specjalna";"";"2009.08.27";"2009.09.01";"";"Powiat ziemski";"POWIAT CZŁUCHOWSKI";"=""770979660""";"";"POMORSKIE";"człuchowski";"Człuchów";"szkoła/placówka wchodząca w skład jednostki złożonej";"25082";"Młodzieżowy Ośrodek Socjoterapii ze szkołami";"MŁODZIEŻOWY OŚRODEK SOCJOTERAPII W WIERZCHOWIE";"79";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"specjalny";"";"";"";"";""
"55513";"=""771601113""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""22""";"=""2203""";"=""2203044""";"=""0977338""";"=""09987""";"POMORSKIE";"człuchowski";"Debrzno";"Debrzno";"miasto";"ul. Królewska";"=""5""";"";"=""77-300""";"Człuchów";"=""598337285""";"=""598337285""";"sekretariat@mowdebrzno.pl";"";"publiczna";"Dzieci lub młodzież";"specjalna";"";"2003.09.05";"2003.09.05";"";"Powiat ziemski";"POWIAT CZŁUCHOWSKI";"=""770979660""";"";"POMORSKIE";"człuchowski";"Człuchów";"szkoła/placówka wchodząca w skład jednostki złożonej";"25083";"Młodzieżowy Ośrodek Wychowawczy";"MŁODZIEŻOWY OŚRODEK WYCHOWAWCZY W DEBRZNIE";"69";"";"angielski, rosyjski";"Nie";"Tak";"Tak";"specjalny";"";"";"";"";""
"13587";"=""001120864""";"=""5791852037""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""22""";"=""2210""";"=""2210024""";"=""0932880""";"=""12740""";"POMORSKIE";"nowodworski";"Nowy Dwór Gdański";"Nowy Dwór Gdański";"miasto";"ul. Adama Mickiewicza";"=""10""";"";"=""82-100""";"Nowy Dwór Gdański";"=""552472621""";"=""552472621""";"sp2@miastonowydwor.pl";"sp2.miastonowydwor.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA CHOJNA";"1961.09.01";"1961.09.05";"";"Gmina";"GMINA NOWY DWÓR GDAŃSKI";"=""170747891""";"";"POMORSKIE";"nowodworski";"Nowy Dwór Gdański";"samodzielna";"";"";"";"388";"boiska do piłki nożnej";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"5970";"=""000252760""";"=""8132456965""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""18""";"=""1863""";"=""1863011""";"=""0974133""";"=""07903""";"PODKARPACKIE";"Rzeszów";"Rzeszów";"Rzeszów";"miasto";"ul. Aleksandra Kamińskiego";"=""12""";"";"=""35-211""";"Rzeszów";"=""177482310""";"=""177482324""";"sekretariat@sp2.resman.pl";"www.sp2.rzeszow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"RAFAŁ FRANCIKOWSKI";"1974.09.01";"1974.09.01";"";"Miasto na prawach powiatu";"GMINA MIASTO RZESZÓW";"=""690581353""";"";"PODKARPACKIE";"Rzeszów";"Rzeszów";"samodzielna";"";"";"";"364";"boiska do siatkówki, boiska do piłki nożnej, bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, hiszpański, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"108807";"=""001311831""";"=""6472480111""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""24""";"=""2415""";"=""2415031""";"=""0943121""";"=""18263""";"ŚLĄSKIE";"wodzisławski";"Rydułtowy";"Rydułtowy";"miasto";"ul. Raciborska";"=""270""";"";"=""44-280""";"Rydułtowy";"=""324577035""";"=""324530108""";"sekretariat@sp2.rydultowy.pl";"http://sp2.rydultowy.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MICHAŁ MORIC";"1988.04.01";"1988.04.01";"";"Gmina";"MIASTO RYDUŁTOWY";"=""276258635""";"";"ŚLĄSKIE";"wodzisławski";"Rydułtowy";"samodzielna";"";"";"";"520";"boiska do siatkówki, boiska do piłki ręcznej, boiska do piłki nożnej, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości, Wczesne wspomaganie rozwoju";"";"";"";""
"85009";"=""001248788""";"=""8792197671""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""04""";"=""0415""";"=""0415011""";"=""0983126""";"=""06485""";"KUJAWSKO-POMORSKIE";"toruński";"Chełmża";"Chełmża";"miasto";"ul. gen. Józefa Hallera";"=""17""";"";"=""87-140""";"Chełmża";"=""535123250""";"";"sekretariat@sp2chelmza.szkolnastrona.pl";"sp2chelmza.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ELŻBIETA GÓRKA-KUCZKA";"1999.03.05";"1999.09.01";"";"Gmina";"GMINA  MIASTA  CHEŁMŻA";"=""871118690""";"";"KUJAWSKO-POMORSKIE";"toruński";"Chełmża";"samodzielna";"";"";"";"379";"";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"133774";"=""367616461""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""24""";"=""2401""";"=""2401081""";"=""0943285""";"=""52419""";"ŚLĄSKIE";"będziński";"Sławków";"Sławków";"miasto";"ul. generała Władysława Sikorskiego";"=""4""";"";"=""41-260""";"Sławków";"=""322931748""";"";"zs@zs.slawkow.pl";"www.zs.slawkow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"2017.03.23";"2017.09.01";"";"Gmina";"GMINA SŁAWKÓW";"=""276257558""";"";"ŚLĄSKIE";"będziński";"Sławków";"szkoła/placówka wchodząca w skład jednostki złożonej";"59008";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ IM. JANA PAWŁA II W SŁAWKOWIE";"185";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"92718";"=""011338510""";"=""1230965612""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2";"=""14""";"=""1418""";"=""1418024""";"=""0920634""";"=""26469""";"MAZOWIECKIE";"piaseczyński";"Konstancin-Jeziorna";"Konstancin-Jeziorna";"miasto";"ul. Stefana Żeromskiego";"=""15""";"";"=""05-510""";"Konstancin-Jeziorna";"=""227564191""";"=""227540339""";"sp2@zs2-konstancin.edu.pl";"www.zs2-konstancin.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA CHISZKO";"1958.02.20";"1958.09.01";"";"Gmina";"GMINA KONSTANCIN-JEZIORNA";"=""013271045""";"";"MAZOWIECKIE";"piaseczyński";"Konstancin-Jeziorna";"samodzielna";"";"";"";"542";"bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, francuski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, sportowy";"";"";"";"";""
"196376";"=""367991667""";"=""9291924043""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 DLA DOROSŁYCH W ZIELONEJ GÓRZE";"=""08""";"=""0862""";"=""0862011""";"=""0988313""";"=""01920""";"LUBUSKIE";"Zielona Góra";"Zielona Góra";"Zielona Góra";"miasto";"ul. Botaniczna";"=""66""";"";"=""65-392""";"Zielona Góra";"=""684513888""";"";"zgzsipkz@wp.pl";"";"publiczna";"Dorośli";"brak specyfiki";"";"2017.06.26";"2017.09.01";"";"Miasto na prawach powiatu";"MIASTO ZIELONA GÓRA";"=""970770178""";"";"LUBUSKIE";"Zielona Góra";"Zielona Góra";"szkoła/placówka wchodząca w skład jednostki złożonej";"40830";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ I PLACÓWEK KSZTAŁCENIA ZAWODOWEGO W ZIELONEJ GÓRZE";"0";"";"";"Nie";"Tak";"Tak";"";"";"";"";"";""
"7195";"=""000704362""";"=""9161251031""";"Zespół szkół i placówek oświatowych";"SZKOŁA PODSTAWOWA NR 2 I SZKOŁA MUZYCZNA I STOPNIA W MILICZU";"=""02""";"=""0213""";"=""0213034""";"=""0987130""";"=""09282""";"DOLNOŚLĄSKIE";"milicki";"Milicz";"Milicz";"miasto";"ul. Mikołaja Kopernika";"=""18""";"";"=""56-300""";"Milicz";"=""713840183""";"";"dwojka@sp2milicz.pl";"http://www.sp2milicz.pl";"publiczna";"Bez kategorii";"brak specyfiki";"DARIUSZ DUSZYŃSKI";"1995.09.06";"1995.09.06";"";"Gmina";"GMINA MILICZ";"=""931934710""";"=""9161306571""";"DOLNOŚLĄSKIE";"milicki";"Milicz";"jednostka złożona";"";"";"";"";"boiska do siatkówki plażowej, boiska do piłki nożnej, skocznie, boiska uniwersalne/wielozadaniowe";"";"Tak";"Tak";"Tak";"";"";"";"";"";""
"40683";"=""000558943""";"=""8331312708""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM ANDRZEJA FRYCZA MODRZEWSKIEGO W BRZEZINACH";"=""10""";"=""1021""";"=""1021011""";"=""0977025""";"=""19834""";"ŁÓDZKIE";"brzeziński";"Brzeziny";"Brzeziny";"miasto";"ul. Henryka Sienkiewicza";"=""17""";"";"=""95-060""";"Brzeziny";"=""468742372""";"=""468742372""";"sekretariat@sp2brzeziny.pl";"www.sp2brzeziny.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ILONA BIEŃKOWSKA";"1999.01.01";"1999.01.01";"";"Gmina";"MIASTO BRZEZINY";"=""750148615""";"";"ŁÓDZKIE";"brzeziński";"Brzeziny";"samodzielna";"";"";"";"351";"boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"27790";"=""190967996""";"=""5911292895""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM DRA LEONA HEYKEGO W KOŚCIERZYNIE";"=""22""";"=""2206""";"=""2206011""";"=""0934553""";"=""21381""";"POMORSKIE";"kościerski";"Kościerzyna";"Kościerzyna";"miasto";"ul. Strzelecka";"=""1""";"";"=""83-400""";"Kościerzyna";"=""586864089""";"";"sekretariat.sp2@koscierzyna.gda.pl";"sp2kna.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1945.03.31";"1945.09.01";"";"Gmina";"GMINA MIEJSKA KOŚCIERZYNA";"=""191675126""";"=""5911566370""";"POMORSKIE";"kościerski";"Kościerzyna";"szkoła/placówka wchodząca w skład jednostki złożonej";"131678";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 2 W KOŚCIERZYNIE";"382";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"50349";"=""490674115""";"=""7371833123""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM HENRYKA SIENKIEWICZA W PRZYSZOWEJ";"=""12""";"=""1207""";"=""1207082""";"=""0449190""";"";"MAŁOPOLSKIE";"limanowski";"Łukowica";"Przyszowa";"wieś";"";"=""34""";"";"=""34-604""";"Przyszowa";"=""183336016""";"";"sp.przyszowa2@wp.pl";"sp2przyszowa.malopolska.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"LIDIA KOWALCZYK";"1920.09.01";"1920.09.01";"";"Gmina";"GMINA ŁUKOWICA";"=""491892452""";"";"MAŁOPOLSKIE";"limanowski";"Łukowica";"samodzielna";"";"";"";"119";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"20298";"=""650104940""";"=""7941045292""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM HUGONA KOŁŁĄTAJA";"=""18""";"=""1814""";"=""1814011""";"=""0972513""";"=""11467""";"PODKARPACKIE";"przeworski";"Przeworsk";"Przeworsk";"miasto";"ul. Lwowska";"=""11""";"";"=""37-200""";"Przeworsk";"=""0166487256""";"=""0166487256""";"sekretariatszkolanr2@poczta.onet.pl";"www.sp2przeworsk.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BOGDAN SEBZDA";"1784.09.01";"1784.09.01";"";"Gmina";"MIASTO PRZEWORSK";"=""650900499""";"";"PODKARPACKIE";"przeworski";"Przeworsk";"samodzielna";"";"";"";"714";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny, specjalny";"";"";"";"";""
"31931";"=""000698704""";"=""7481495101""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM JANUSZA KORCZAKA";"=""16""";"=""1602""";"=""1602034""";"=""0965329""";"=""08728""";"OPOLSKIE";"głubczycki";"Głubczyce";"Głubczyce";"miasto";"ul. Jana Kochanowskiego";"=""2""";"";"=""48-100""";"Głubczyce";"=""774852703""";"=""774852703""";"sp2glubczyce@wodip.opole.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EWA BŁAŻKÓW";"1945.09.01";"1945.09.01";"";"Gmina";"GMINA GŁUBCZYCE";"=""531412875""";"";"OPOLSKIE";"głubczycki";"Głubczyce";"samodzielna";"";"";"";"205";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"60272";"=""490452797""";"=""7351059488""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. 12 PUŁKU PIECHOTY W SPYTKOWICACH";"=""12""";"=""1211""";"=""1211132""";"=""0462982""";"";"MAŁOPOLSKIE";"nowotarski";"Spytkowice";"Spytkowice";"wieś";"";"=""566""";"";"=""34-745""";"Spytkowice";"=""182688346""";"=""182688346""";"sp2spytkowice@spytkowice.edu.pl";"https://sp2spytkowice.szkolna.net";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA CHOLEWA";"1964.09.01";"1964.09.01";"";"Gmina";"GMINA SPYTKOWICE";"=""491892707""";"=""7352703193""";"MAŁOPOLSKIE";"nowotarski";"Spytkowice";"samodzielna";"";"";"";"148";"inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"85871";"=""080489817""";"=""9261662288""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. 73 PUŁKU ZMECHANIZOWANEGO UŁANÓW KARPACKICH W GUBINIE, UL. SZKOLNA 1";"=""08""";"=""0802""";"=""0802011""";"=""0988394""";"=""21970""";"LUBUSKIE";"krośnieński";"Gubin";"Gubin";"miasto";"ul. Szkolna";"=""1""";"";"=""66-620""";"Gubin";"=""684558149""";"=""683594419""";"sp2@gubin.pl";"sp2gubin.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BOGUSŁAW WYPYCH";"1999.02.12";"1999.09.01";"";"Gmina";"GMINA GUBIN O STATUSIE MIEJSKIM";"=""970770190""";"";"LUBUSKIE";"krośnieński";"Gubin";"samodzielna";"";"";"";"424";"bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"24119";"=""000710693""";"=""5741963243""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. A. MICKIEWICZA W KŁOBUCKU";"=""24""";"=""2406""";"=""2406014""";"=""0931678""";"=""21970""";"ŚLĄSKIE";"kłobucki";"Kłobuck";"Kłobuck";"miasto";"ul. Szkolna";"=""1""";"";"=""42-100""";"Kłobuck";"=""343172386""";"";"sp2klobuck@poczta.onet.pl";"www.sp2-klobuck.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"WIOLETTA SKOCZYLAS-ISZWOLDIN";"1927.09.01";"1927.09.01";"";"Gmina";"GMINA KŁOBUCK";"=""151398273""";"";"ŚLĄSKIE";"kłobucki";"Kłobuck";"samodzielna";"";"";"";"253";"bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"5984";"=""000204932""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA";"=""04""";"=""0463""";"=""0463011""";"=""0982724""";"=""22659""";"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"Toruń";"miasto";"ul. Targowa";"=""17""";"";"=""87-100""";"Toruń";"=""566598746""";"=""566598746""";"sekretariat@sp2.edu.torun.pl";"http://www.sp2torun.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA CIESZKOWSKA";"1975.12.15";"1975.12.15";"";"Miasto na prawach powiatu";"GMINA MIASTA TORUŃ";"=""871118856""";"";"KUJAWSKO-POMORSKIE";"Toruń";"Toruń";"samodzielna";"";"";"";"654";"boiska do koszykówki, boiska do piłki ręcznej, skocznie";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"17518";"=""000701429""";"=""7671615318""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA";"=""30""";"=""3031""";"=""3031011""";"=""0967423""";"=""12270""";"WIELKOPOLSKIE";"złotowski";"Złotów";"Złotów";"miasto";"ul. 8 Marca";"=""16""";"";"=""77-400""";"Złotów";"=""672635008""";"=""672650088""";"sekretariat@sp2zlotow.pl";"www.sp2zlotow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ALINA ŻEROMSKA-BORKOWSKA";"1960.09.01";"1960.09.01";"";"Gmina";"GMINA MIASTO ZŁOTÓW";"=""570791342""";"=""7671669426""";"WIELKOPOLSKIE";"złotowski";"Złotów";"samodzielna";"";"";"";"582";"boiska do piłki nożnej, bieżnie okólne, skocznie";"angielski, francuski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy, mistrzostwa sportowego, dwujęzyczny w szkole podstawowej, liceum i technikum";"Zajęcia rewalidacyjno-wychowawcze";"";"";"";""
"40897";"=""000649982""";"=""8151259243""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W BIAŁOBRZEGACH";"=""18""";"=""1810""";"=""1810022""";"=""0643519""";"";"PODKARPACKIE";"łańcucki";"Białobrzegi";"Białobrzegi";"wieś";"";"=""31""";"";"=""37-114""";"Białobrzegi";"=""172245226""";"=""172245226""";"zespol.szkol.bialobrzegi@gmail.com";"https://zespolszkolbialobrzegi.edupage.org/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1949.09.01";"1949.09.01";"";"Gmina";"GMINA BIAŁOBRZEGI";"=""690581761""";"";"PODKARPACKIE";"łańcucki";"Białobrzegi";"szkoła/placówka wchodząca w skład jednostki złożonej";"13848";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKÓŁ IM. ADAMA MICKIEWICZA W BIAŁOBRZEGACH";"302";"";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny";"";"";"";"";""
"262724";"=""368053244""";"=""2530141519""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W DRAWSKU POMORSKIM";"=""32""";"=""3203""";"=""3203024""";"=""0949862""";"=""04434""";"ZACHODNIOPOMORSKIE";"drawski";"Drawsko Pomorskie";"Drawsko Pomorskie";"miasto";"ul. Dworcowa";"=""2 a""";"";"=""78-500""";"Drawsko Pomorskie";"=""943632548""";"=""943632578""";"sekretariat@sp2drawsko.dlaedu.pl";"www.sp2drawsko.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MAŁGORZATA ZAWIŁA";"2017.03.30";"2017.09.01";"";"Gmina";"GMINA DRAWSKO POMORSKIE";"=""330920742""";"";"ZACHODNIOPOMORSKIE";"drawski";"Drawsko Pomorskie";"samodzielna";"";"";"";"387";"bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"70716";"=""000732281""";"=""7331021933""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W GŁOWNIE";"=""10""";"=""1020""";"=""1020011""";"=""0958714""";"=""00285""";"ŁÓDZKIE";"zgierski";"Głowno";"Głowno";"miasto";"ul. gen. Władysława Andersa";"=""37""";"";"=""95-015""";"Głowno";"=""427191025""";"=""427191025""";"sp2@glowno.pl";"sp2glowno.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA PILARSKA";"1935.10.29";"1935.10.29";"";"Gmina";"GMINA MIASTA GŁOWNO";"=""472057684""";"";"ŁÓDZKIE";"zgierski";"Głowno";"samodzielna";"";"";"";"353";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki, rosyjski";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"83715";"=""000719607""";"=""7191565773""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W GRAJEWIE";"=""20""";"=""2004""";"=""2004011""";"=""0957376""";"=""32579""";"PODLASKIE";"grajewski";"Grajewo";"Grajewo";"miasto";"ul. A. Mickiewicza";"=""1""";"";"=""19-200""";"Grajewo";"=""862723063""";"=""862723063""";"sekretariat@sp2grajewo.szkolnastrona.pl";"sp2grajewo.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BARBARA CISZEWSKA";"1976.12.31";"1976.12.31";"";"Gmina";"MIASTO GRAJEWO";"=""450669714""";"";"PODLASKIE";"grajewski";"Grajewo";"samodzielna";"";"";"";"652";"";"angielski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"53236";"=""000710291""";"=""6661922432""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W KOLE Z ODDZIAŁAMI PRZEDSZKOLNYMI I SPORTOWYMI";"=""30""";"=""3009""";"=""3009011""";"=""0949052""";"=""17107""";"WIELKOPOLSKIE";"kolski";"Koło";"Koło";"miasto";"ul. Józefa Poniatowskiego";"=""22""";"";"=""62-600""";"Koło";"=""632720398""";"=""632619792""";"sp2kolo@wp.pl";"http://sp2kolo.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"WALDEMAR PIETRZAK";"1961.02.05";"1961.02.05";"";"Gmina";"GMINA MIEJSKA KOŁO";"=""311620880""";"";"WIELKOPOLSKIE";"kolski";"Koło";"samodzielna";"";"";"";"380";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny, sportowy";"";"";"";"";""
"85889";"=""000258879""";"=""8341124115""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W ŁOWICZU";"=""10""";"=""1005""";"=""1005011""";"=""0977031""";"=""12740""";"ŁÓDZKIE";"łowicki";"Łowicz";"Łowicz";"miasto";"ul. Adama Mickiewicza";"=""1""";"";"=""99-400""";"Łowicz";"=""468375704""";"=""468375704""";"szkola@sp2.lowicz.pl";"www.sp2.lowicz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Ewa Chudzyńska";"1929.01.28";"1934.09.01";"";"Gmina";"MIASTO ŁOWICZ";"=""750148621""";"";"ŁÓDZKIE";"łowicki";"Łowicz";"samodzielna";"";"";"";"556";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"60180";"=""070596461""";"=""5481105323""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA W WIŚLE";"=""24""";"=""2403""";"=""2403031""";"=""0927091""";"=""01139""";"ŚLĄSKIE";"cieszyński";"Wisła";"Wisła";"miasto";"ul. Biała Wisełka";"=""6""";"=""-""";"=""43-460""";"Wisła";"=""0338553763""";"=""0338553763""";"sekretariat@sp2wisla.edu.pl";"www.sp2wisla.edu.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ALICJA PIESZKA";"1999.03.12";"1999.09.01";"";"Gmina";"GMINA WISŁA";"=""072182367""";"";"ŚLĄSKIE";"cieszyński";"Wisła";"samodzielna";"";"";"";"108";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Nie";"Nie";"ogólnodostępny";"";"";"";"";""
"6370";"=""000204895""";"=""9670594348""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 2 IM. ADAMA MICKIEWICZA Z ODDZIAŁAMI SPORTOWYMI";"=""04""";"=""0461""";"=""0461011""";"=""0928363""";"=""06637""";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"miasto";"ul. Hetmańska";"=""34""";"";"=""85-039""";"Bydgoszcz";"=""523222786""";"=""523222786""";"sp02@edu.bydgoszcz.pl";"sp02.edu.bydgoszcz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGATA DOPKE";"1975.12.15";"1975.12.15";"";"Miasto na prawach powiatu";"MIASTO BYDGOSZCZ";"=""092351297""";"";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"samodzielna";"";"";"";"488";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, mistrzostwa sportowego";"";"";"";"";""
