DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Atlántico,BARRANQUILLA,Barranquilla,308001800723,JARDIN MADRE MARIA JOSEFINA,NO_OFICIAL,,A,CL 52 63 06,MODELO,,,MARÍA HERMINIA RESTREPO ORREGO,15,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800731,CENTRO EDUCATIVO AVENTURAS DE COLORES,NO_OFICIAL,,A,KR 33 57 05,LUCERO,3451464 - 3043862741 - 3016344078,aventurasdecoloresbq@gmail.com,DAYANA GONZALEZ CAMPO,37,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800740,CENTRO EDUCATIVO PINCELADAS MAGICAS,NO_OFICIAL,,A,KR 7 E 41 64,ALBORAYA,3184868963,jardinpinceladasmagicas@gmail.com,CLARA ELENA ACOSTA GUITIERREZ,48,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800758,CORPORACIÓN EDUCATIVA PENTECOSTAL,NO_OFICIAL,Académico,A,CL 58 44 34,BOSTON,3216200693,coredepen@hotmail.com,YENIS CAMACHO GARCIA,2,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800774,CENTRO EDUCATIVO NIÑOS FELICES E INTELIGENTES,NO_OFICIAL,,A,KR 73 80 35,VILLA CAROLINA,3015018114,jardininfantilalegredespertar@gmail.com,MARIA EMMA RODRIGUEZ DEL REAL,19,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800782,CENTRO EDUCATIVO GOTICAS DE SABIDURIA,NO_OFICIAL,,A,CL 89 A 7 A 05,MALVINAS,3004560673,yuleidysdaniela26@gmail.com,MABIS MILENA OLARTE MOLINA,56,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800804,COLEGIO BILINGÜE CANVAS,NO_OFICIAL,,B,CL 86 50 114,SAN VICENTE,3126704853,,SAMIRA CHICRE MORENO,88,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800812,GIMNASIO CAMPESTRE DE BARRANQUILLA,NO_OFICIAL,Académico,A,KR 41 F 82 A 51,CIUDAD JARDIN,3095644,countrygymschool@gmail.com,JOSE ALFREDO NOVOA CARDENAS,120,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800821,CENTRO EDUCATIVO CASA CLUB,NO_OFICIAL,,A,CL 35 A 5 A 34,LAS PALMAS,3243397277,,JULIANA LOPEZ PUELLO,53,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800863,PILOSITOS PREESCOLAR,NO_OFICIAL,,A,CL 128 8 F 07,CARIBE VERDE,3153330612,pilositospreescolar@gmail.com,KARINA MARIA CAÑIZARES TOVAR,113,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800871,JARDIN INFANTIL EDUCARTE,NO_OFICIAL,,A,CL 79 A 29 13,LAS MERCEDES,,jardininfantil.educarte@gmail.com,VANESSA CECILIA MOLANO FERNANDEZ,42,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800901,CENTRO EDUCATIVO MI PEQUEÑO MUNDO,NO_OFICIAL,,A,CL 21 B 17 80,LA PLAYA,3145719912,FAIDYG@HOTMAIL.COM,MARIA ESCOLASTICA POLO SUÁREZ,58,1.0
Atlántico,BARRANQUILLA,Barranquilla,308001800952,PREESCOLAR GARABATOS DE COLORES,NO_OFICIAL,,A,IND CRA 8H NO 128-55 / CRA 8H NO. 128-53,LOS ANGELES,3008025930 - 3155443343 - 3116932,colinfgarabatosdecolores@gmail.com,YULI PAOLA DE AVILA DELGADO,52,1.0
Atlántico,ATLANTICO,Baranoa,308078000001,INSTITUCION EDUCATIVA JEROME BRUNER,NO_OFICIAL,Académico,A,KR 18 21 124,CHAMBACU,3217402949   601 8787713,cers_co@hotmail.com marc.estar@hotmail.com,TREYCY MARCELA SOLANO ESCOBAR,321,1.0
Atlántico,ATLANTICO,Baranoa,308078000249,CENTRO EDUCATIVO CORAZON DE MARIA (ANTIGUO COLEGIO MIXTO CORAZON DE MARIA),NO_OFICIAL,No Aplica,A,KR 22 D 22 A 113,EL PORVENIR,8787988,jpulido@hotmail.com,FRANCISCO PULIDO BARRIOS,71,1.0
Atlántico,ATLANTICO,Baranoa,308078000508,CENTRO EDUCATIVO CORAZON DE JESUS,NO_OFICIAL,No Aplica,A,KR 19 23 12,ESPAÑA,8787910,centroeducativocorazondejesus@hotmail.com,MILENA PEREZ,174,1.0
Atlántico,ATLANTICO,Baranoa,308078000613,JARDIN INFANTIL LOS AMIGUITOS,NO_OFICIAL,No Aplica,A,CL 15 21 A 14,CALDAS,8788833,jardinmisamiguitos@yahoo.es,EDUVINA SARMIENTO CASTRO,29,1.0
Atlántico,ATLANTICO,Baranoa,308078000630,CENTRO EDUCATIVO LA SAGRADA FAMILIA,NO_OFICIAL,No Aplica,A,CL 14 15 47,GONGORA,3016075574,insdocsafa@hotmail.com,ANA CRISTINA ISABEL SOTO CONSUEGRA,82,1.0
Atlántico,ATLANTICO,Baranoa,308078000770,CENTRO EDUCATIVO SALESIANO DE BARANOA,NO_OFICIAL,No Aplica,A,CL 21 16 A 46,LOMA FRESCA,3017443550-3014553086,csalesianodebaranoas.a.s@gmail.com,JOSE ARIZA JIMENEZ,137,1.0
Atlántico,ATLANTICO,Baranoa,308078000826,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,NO_OFICIAL,Académico,A,KR 27 B 18 C 37,,3016998504,ie.domingosavio@outlook.com,JORGE ELIECER GAMBOA FLOREZ,284,1.0
Atlántico,ATLANTICO,Baranoa,308078000834,INSTITUCION EDUCATIVA BARANOA INTERAMERICAN SCHOOL,NO_OFICIAL,Académico,A,CL 17 23 76,TOPACIO,,principal.interamerican@gmail.com,ALICIA GALLARDO DE LA CRUZ,278,1.0
Atlántico,ATLANTICO,Baranoa,308078000842,CENTRO EDUCATIVO LA NUEVA ESCUELA DEL FUTURO,NO_OFICIAL,Académico,A,KR 15 20 40,MANZANARES,3015847680,lanuevaescueladelfuturobaranoa@hotmail.com,SINDY PATRICIA CANTILLO BLANCO,155,1.0
Atlántico,ATLANTICO,Baranoa,308078000851,CENTRO EDUCATIVO MONTESSORI,NO_OFICIAL,,A,CL 16 11 25,,3016095239,cemontessori2013@hotmail.com,NEIL BARROS ROMER,230,1.0
Atlántico,ATLANTICO,Baranoa,308078000869,CENTRO EDUCATIVO JERUSALEM DE BARANOA,NO_OFICIAL,,A,CL 27 17 02,,8788682,cejeruba@hotmail.com,DAIRO OJEDA ROJANO,260,1.0
Atlántico,ATLANTICO,Baranoa,308078800016,CENTRO EDUCATIVO ACUARELA,NO_OFICIAL,,A,CL 22 18 36,,,acuarelabaranoa@gmail.com,SUAD POLO DE LA CRUZ,66,1.0
Atlántico,ATLANTICO,Baranoa,308078800024,CENTRO EDUCATIVO JEAN PIAGET,NO_OFICIAL,,A,CL 17 14 78,,,danybleiq@hotmail.com ce.jpiagetdebaranoa@gmail.com,DANELLYS BLANQUICET SILVERA,119,1.0
Atlántico,ATLANTICO,Baranoa,308078800041,BACHILLERATO SEMIESCOLARIZADO  BASEESCO,NO_OFICIAL,Académico,A,IND KR 19 # 25 - 10 B,,3126045391,baseesco@gmail.com,YOHANN RANGEL REDONDO,88,1.0
Atlántico,ATLANTICO,Baranoa,308078800059,CHILDREN´S WORLD,NO_OFICIAL,,A,CL 16 10 26,,3023094455,kllanoscera@gmail.com,KELLY LLLANOS CERA,93,1.0
Atlántico,ATLANTICO,Baranoa,308078800067,JARDIN INFANTIL CAMPANITAS MIS PRIMEROS GARABATOS,NO_OFICIAL,,A,CL 16 14 86,SIN,3002512336,jcampanitas@live.com,ALICIA MARGARITA HERNANDEZ ESCOBAR,7,1.0
Atlántico,ATLANTICO,Baranoa,308078800076,JARDIN INFANTIL NIÑOS FELICES HAPPY KIDS,NO_OFICIAL,,A,CL 14 20 60,CALDAS,3003305106,happykidsschoolbaranoa@gmail.com,MABEL CECILIA PEREZ DE ZURITA,42,1.0
Atlántico,ATLANTICO,Baranoa,308078800084,CENTRO EDUCATIVO NUEVOS PROPOSITOS   NEW PUR,NO_OFICIAL,,A,KR 19 20 161 <EOF>,ESPAÑA,3046010320,clubaprendizaje506@gmail.com,SINDY PAOLA GUTIERREZ ORTEGA,60,1.0
Atlántico,ATLANTICO,Baranoa,308078800092,CENTRO DE EDUCACION PARA ADULTOS JUAN AMOS COMENIO,NO_OFICIAL,,A,IND CRA 15 21 20,SIN,3137703545,acomeniosbaranoa@gmail.com,MANUEL ANTONIO RUDAS ACOSTA,115,1.0
Atlántico,ATLANTICO,Campo de La Cruz,308137000207,INSTITUTO SAGRADO CORAZON DE JESUS,NO_OFICIAL,Académico,A,CL 7 2 81,CRISTO REY,8797126,arps02@hotmail.com,ARMANDO RAFAEL PEÑALOZA SALAS,28,1.0
Atlántico,ATLANTICO,Candelaria,308141000131,C.E. COOPERATIVO COOMULTICAN,NO_OFICIAL,No Aplica,A,CL 15 17 03,EL CARMEN,8734835,coomultican@yahoo.es,PATRICIA ROJANO DE LA HOZ,104,1.0
Atlántico,ATLANTICO,Galapa,308296000200,CENTRO EDUCATIVO LA SANTISIMA TRINIDAD,NO_OFICIAL,No Aplica,A,CL 10 13 156,ARRIBA,3086070 - 3214301864,josefinacelinm@outlook.com,JOSEFINA DE JESUS CELIN MARQUEZ,156,1.0
Atlántico,ATLANTICO,Galapa,308296011139,INSTITUCION EDUCATIVA FRUTO DE LA ESPERANZA,OFICIAL,Académico,A,CARRERA 21  15A - 317,PUEBLITO NUEVO,,iefrutodelaesperanza@sedatlantico.gov.co,JORGE ISSAC FLOREZ REYES,857,2.0
Atlántico,ATLANTICO,Galapa,308296011180,CENTRO EDUCATIVO OVEJITAS DE JESUS,NO_OFICIAL,Académico,A,CL 13 19 25,CENTRO,3113981-3024692212,seguidoresdejesus-07@hotmail.com,ANGELICA BOLAÑO CONDE,392,1.0
Atlántico,ATLANTICO,Galapa,308296011198,C.E. RAYITOS DE LUZ,NO_OFICIAL,,A,KR 12 B 6 45,,,centrorayitosdeluz@hotmail.com,CARMEN MENDOZA DE POLO,97,1.0
Atlántico,ATLANTICO,Galapa,308296011210,CENTRO EDUCATIVO PRINCIPE DE PAZ,NO_OFICIAL,,A,CL 14 20 A 53,,,dennis.1029@yahoo.com,DENNIS BARRAZA RODRIGUEZ,87,1.0
Atlántico,ATLANTICO,Galapa,308296011228,C.E. MARÍA MONTESSORY,NO_OFICIAL,,A,CL 11 14 96,,,miladisbolivarp@hotmail.com,MILADIS BOLIVAR PADILLA,142,1.0
Atlántico,ATLANTICO,Galapa,308296011244,INSTITUCION EDUCATIVA MUNDO FELIZ DE GALAPA,OFICIAL,Académico,A,KR 35 12 361,MUNDO FELIZ,0,rectoriagalapa@colegiosminutodedios.edu.co,KATHERINE PAEZ PEÑA,1 216,1.0
Atlántico,ATLANTICO,Galapa,308296011261,CENTRO EDUCATIVO NEWLOVE SCHOOL,NO_OFICIAL,,A,CL 8 B 60 D 20,VILLA OLIMPICA,,newloveschool.galapa@gmail.com,FERNANDO MONSALVE CANTILLO,178,1.0
Atlántico,ATLANTICO,Galapa,308296800010,INSTITUCIÓN EDUCATIVA PARA JOVENES Y ADULTOS FORMAR,NO_OFICIAL,Académico,A,CL 13 19 26,,,angelicabolano@outlook.es,ANGELICA BOLAÑO CONDE,77,1.0
Atlántico,ATLANTICO,Galapa,308296800037,JARDIN INFANTIL JUGANDO Y SOÑANDO,NO_OFICIAL,,A,CL 13 22 58 <EOF>,,,centrojys@gmail.com,DANIELA SANCHEZ BERROCAL,40,1.0
Atlántico,ATLANTICO,Galapa,308296800045,CENTRO EDUCATIVO LA SABIDURIA,NO_OFICIAL,,A,CL 9 15 31 <EOF>,,,centroedulasabiduria@gmail.com,MARISTELLA DEL CARMEN POLO MENDOZA,108,1.0
Atlántico,ATLANTICO,Galapa,308296800053,JARDIN INFANTIL PERLAS PRECIOSAS,NO_OFICIAL,,A,CL 15 20 A 36,SIN,3165454305 3154270411,llillypadron11@gmail.com,LIZBETH MANCERA BARRAZA,29,1.0
Atlántico,ATLANTICO,Juan de Acosta,308372000231,CENTRO EDUCATIVO CARRUSEL,NO_OFICIAL,No Aplica,A,KR 14 6 26,KM 1 VIA A SANTA VERONICA,3046511811,cecarrusel01@gmail.com,MILAGROS CORONEL ARTETA,242,1.0
Atlántico,ATLANTICO,Juan de Acosta,308372000257,JARDÍN INFANTIL SUEÑOS ALEGRES,NO_OFICIAL,,A,CL 8 5 74,,,jisuenos_alegres@hotmail.com,RITA BOLÍVAR ARTETA,78,1.0
Atlántico,ATLANTICO,Juan de Acosta,308372000265,C.E. MARIA ESTRELLA DE MAR,NO_OFICIAL,,A,CL 4 5 126,,,cecajitadelsaber@hotmail.com,ANA MARÍA JIMÉNEZ SANJUANELO,87,1.0
Atlántico,ATLANTICO,Juan de Acosta,308372800017,JARDIN INFANTIL DIVINO NIÑO DE JUAN DE ACOSTA,NO_OFICIAL,,A,CL 8 8 B 03,,3126761951 3016668531,marchar0120@gmail.com,MARLA CECILIA CHARRIS ARTETA,51,1.0
Atlántico,ATLANTICO,Juan de Acosta,308372800025,INSTITUCION EDUCATIVA PARA ADULTOS ARMANDO IDEAS,NO_OFICIAL,,A,CL 22 6 02,EL VAIVEN,3023875041,armandoideas@gmail.com,LAURA PATRICIA MOLINA MESTRA,58,1.0
Atlántico,ATLANTICO,Luruaco,308421000274,INSTITUTO PARA LA FORMACION INTEGRAL I.F.I,NO_OFICIAL,No Aplica,A,KR 21 16 02,CENTRO,3012519763,ceduifi@gmail.com,LUZ ELENA SALAMANCA BONADIEZ,138,1.0
Atlántico,ATLANTICO,Luruaco,308421800001,FUNDACION EDUCATIVA DEL NORTE,NO_OFICIAL,Académico,A,CL 16 23 02,,3012740926,corenorte13@hotmail.com,MARLEDYS VEGA CERA,92,1.0
Atlántico,MALAMBO,Malambo,308433000131,COLEGIO SANTA ROSA DE LIMA,NO_OFICIAL,Académico,A,CL 12 3 45,EL CARMEN,3006371373,colsantarosadelima77@gmail.com,MILDRED DE JESUS GUTIERREZ SUAREZ,709,1.0
Atlántico,MALAMBO,Malambo,308433000280,INSTITUTO SANTO TOMAS DE AQUINO,NO_OFICIAL,Académico,A,CL 4 B 1 D 52,TESORO,3762289-3478325,insta_malambo@hotmail.com,WADYS SOLANO DE PEREZ,360,1.0
Atlántico,MALAMBO,Malambo,308433000344,COLEGIO EL SOCORRO,NO_OFICIAL,Académico,A,KR 1 BS 6 09,BELLAVISTA,3763320,colegio_el_socorro@yahoo.com,LUCY VASQUEZ ORTEGA,1 024,1.0
Atlántico,MALAMBO,Malambo,308433000441,COLEGIO FRANCISCO DE QUEVEDO,NO_OFICIAL,Académico,A,CL 6 1 D 56,BELLAVISTA,3764088,candelaria.43@hotmail.com,CANDELARIA ROCHA DE PAYARES,765,1.0
Atlántico,MALAMBO,Malambo,308433000522,COLEGIO CRISTIANO JUAN PABLO APÓSTOL,NO_OFICIAL,Académico,A,CL 10 18 35,CENTRO,2012280,colegiojuanpabloapostol@hotmail.com,MARIA PADILLA DE PEREZ,128,1.0
Atlántico,MALAMBO,Malambo,308433000581,INSTITUTO SAN JOSE,NO_OFICIAL,Académico,A,KR 1 C 14 17,EL CARMEN,3760919,csanjosemalambo@hotmail.com,EFRAIN MIRANDA CASTILLO,224,1.0
Atlántico,MALAMBO,Malambo,308433000654,CENTRO PEDAGOGICO LA INMACULADA,NO_OFICIAL,Académico,A,IND CL 10D 2CS 08,BELLAVISTA,3763233,cepelainmaculada@gmail.com,CARMEN ALICIA CASTRO PEREZ,486,1.0
Atlántico,MALAMBO,Malambo,308433000701,UNIDAD PEDAGÓGICA BOLIVARIANA,NO_OFICIAL,Académico,A,CL 17 C 27 29,EL CONCORDE,3760051-3761201,upb_86@hotmail.com,GUSTAVO ADOLFO GUZMAN BOOM,987,1.0
Atlántico,MALAMBO,Malambo,308433000719,FUNDACION EDUCATIVA INSTITUTO ENSEÑANZA MODERNA,NO_OFICIAL,Académico,A,KR 27 25 97,EL CONCORDE,3008316014,emelyp1656@hotmail.com,EMELY CECILIA PEREZ BELEÑO,289,1.0
Atlántico,MALAMBO,Malambo,308433000816,FUNDACION PRODESARROLLO SOCIAL Y CULTURAL  ELOY OROZCO (ANTIGUO ESCUELA METROPOLITANA DE MALAMBO),NO_OFICIAL,Académico,A,KR 28 A 15 A 06,EL CONCORDE,3765527,escuelametropolitanademalambo@gmail.com,DORENIS DEL CARMEN BARRIOS HERNANDEZ,566,1.0
Atlántico,MALAMBO,Malambo,308433000875,COLEGIO ESTHER OVADIA VIUDA DE MELAMED,NO_OFICIAL,Académico,A,IND CARRERA 1D  4B5 - 20,MONTECARLO,3760692,colestherovadia@hotmail.com,ALIX CALLEJAS,295,1.0
Atlántico,MALAMBO,Malambo,308433000891,CENTRO EDUCATIVO SANTA MARTA,NO_OFICIAL,Académico,A,KR 25 24 23,EL CONCORDE,3760622,censantamarta@hotmail.com,MIRIAM JIMENEZ VILLADIEGO,215,1.0
Atlántico,MALAMBO,Malambo,308433001120,INSTITUCION EDUCATIVA JOSE MARIA CORDOVA,NO_OFICIAL,Académico,A,CL 25 E 29 B 06,EL CONCORDE,3761751,iejosemcordova2017@hotmail.com,DUNIS MARIA MONTALVO QUINTERO,517,1.0
Atlántico,MALAMBO,Malambo,308433001171,COLEGIO JESUS DE LA BUENA ESPERANZA,NO_OFICIAL,Académico,A,CL 17 27 16,EL CONCORDE,3762820,coljebe91@yahoo.com.ar,YESMITH ELENA OSPINO GARCIA,1 023,1.0
Atlántico,MALAMBO,Malambo,308433001189,PRE ESCOLAR ILUSIONES,NO_OFICIAL,No Aplica,A,KR 27 17 C 05,EL CONCORDE,3761435,preescolarilusiones@hotmail.com,ROBERTO MARENCO FARIAS,188,1.0
Atlántico,MALAMBO,Malambo,308433001251,COLEGIO MIXTO MARIA AUXILIADORA,NO_OFICIAL,No Aplica,A,CL 18 28 30,EL CONCORDE,3006909221,colmariaauxiliadora-61@hotmail.com,CARLOS ANDRES MEZA GUETTE,145,1.0
Atlántico,MALAMBO,Malambo,308433001278,FUNDACION COLEGIO ENMANUEL DIOS CON NOSOTROS,NO_OFICIAL,No Aplica,A,KR 3 AS 8 03 EQ,BELLAVISTA,3760879-3763380,ismirbp@hotmail.com,RAFAEL AUGUSTO BUELVAS PEREZ,178,1.0
Atlántico,MALAMBO,Malambo,308433001294,JARDIN INFANTIL DRAGONCITOS,NO_OFICIAL,No Aplica,A,IND FUERZA AEREA CACOM 3,FUERZA AEREA CACOM 3,3168349015,dragoncitosbarranquilla@hotmail.com,YOMAIRA SALINA FIGUEROA,17,1.0
Atlántico,MALAMBO,Malambo,308433001316,INSTITUCION EDUCATIVA CRISTO REY,NO_OFICIAL,Académico,A,IND CL 10 D 4 SUR 16,MIRAFLORES,3764538,paicristorey@hotmail.com,CELIA MARIA GONZALEZ GALARCIO,1 285,1.0
Atlántico,MALAMBO,Malambo,308433001341,CENTRO EDUCATIVO EL MUNDO DE LOS NIÑOS,NO_OFICIAL,No Aplica,A,IND CL 17  26B 05,EL CONCORDE,3017838658,marcristi98@hotmail.com,NERIS BARRAZA CAMACHO,181,1.0
Atlántico,MALAMBO,Malambo,308433075611,COLEGIO LA SAGRADA FAMILIA  (ANTIGUO MIS PRIMERAS TRAVESURAS),NO_OFICIAL,Académico,A,KR 27 A 22 48,EL CONCORDE,3764040-3761971,al-bi-ta34@hotmail.com,ALBA LUZ BUELVAS PUCHE,157,1.0
Atlántico,MALAMBO,Malambo,308433075638,COLEGIO BILINGÜE PEARSON(ANTIGUO CENTRO EDUCATIVO UN MUNDO DE JUEGOS),NO_OFICIAL,Académico,A,KR 2 14 05,VILLA RICA,3843116,juegosdeparvulo@hotmail.com,DAISY ESTHER THOMAS MIRANDA,226,1.0
Atlántico,MALAMBO,Malambo,308433075646,COORPORACION EDUCATIVA TECNICA DEL CARIBE,NO_OFICIAL,Técnico,A,IND KR 1D  4B 5- 20,MONTECARLO,3760692,colestherovadia@hotmail.com,DORA AVILA DE MORENO,37,1.0
Atlántico,MALAMBO,Malambo,308433075654,COLEGIO HUELLAS DE LA ESPERANZA,NO_OFICIAL,No Aplica,A,IND CL 4B 1D 90,LA LUNA,3764234,ycaicedom@hotmail.com,YENIS DEL CARMEN CAICEDO MONROY,231,1.0
Atlántico,MALAMBO,Malambo,308433075689,CENTRO EDUCATIVO EL DIVINO NIÑO,NO_OFICIAL,No Aplica,A,KR 1 B 12 40,EL CARMEN,3767501,divino.nion@hotmail.com,LUZ CENITH DE LA ROSA YANES,128,1.0
Atlántico,MALAMBO,Malambo,308433075697,INSTITUTO SANTA MARTA,NO_OFICIAL,Académico,A,IND KR 1C 12 24,EL CARMEN,3761013,institutosantamarta1@hotmail.com,SILNERY LUZ SARMIENTO CAMARGO,474,1.0
Atlántico,MALAMBO,Malambo,308433075727,COLEGIO JESUS PROFETA,NO_OFICIAL,Académico,A,KR 28 A 22 53,CONCORDE,3761082,,JESUS DAVID LOPEZ OSPINO,443,1.0
Atlántico,MALAMBO,Malambo,308433075808,CENTRO EDUCATIVO JORGE WASHIGTON,NO_OFICIAL,No Aplica,A,KR 26 B 25 D 69,EL CONCORDE,0,basicageorgewashignton@hotmail.com,MARIA EUGENIA MARIN ORTIZ,71,1.0
Atlántico,MALAMBO,Malambo,308433075867,COLEGIO CRISTIANO BET-EL,NO_OFICIAL,Académico,A,KR 27 13 55,URB EL CONCORDE,3156166382,colegiocristianobetel01@hotmail.com,LORENA MUÑOZ HERNANDEZ,241,1.0
Atlántico,MALAMBO,Malambo,308433075875,CENTRO DE EDUCACION PARA ADULTOS JORGE WASHIGTON,NO_OFICIAL,Académico,A,CL 12 1 C 108,EL CARMEN,3012073684,cencatat@hotmail.com,EVERTH ESCOBAR TRUJILLO,56,1.0
Atlántico,MALAMBO,Malambo,308433075883,I.E. TÉCNICA JESÚS DE NAZARETH,NO_OFICIAL,Académico,A,CL 25 B 17 C 19,CIUDADELA REAL DEL CARIBE,3012036508,ilsymiranda@hotmail.com,ILSY ESTHER MIRANDA CAMARGO,918,1.0
Atlántico,MALAMBO,Malambo,308433075891,JARDIN INFANTIL LA ESPERANZA DEL NIÑO,NO_OFICIAL,Académico,A,CL 12 6 133,,,,ROSMERY CASTRO MEDINA,37,1.0
Atlántico,MALAMBO,Malambo,308433075905,C.E. FORMADORES DEL MAÑANA,NO_OFICIAL,Académico,A,CL 4 B 5 S 12,,,,ALVARO MANUEL BUELVAS  BUSTILLO,62,1.0
Atlántico,MALAMBO,Malambo,308433075913,CENTRO DE EDUCACION DE ADULTOS JOSE ANTONIO RICAURTE,NO_OFICIAL,Académico,A,IND KR 1D 4B 1 06,EL TESORO,3012733177,,MIGUEL ANGEL MUÑOZ COLLANTE,180,1.0
Atlántico,MALAMBO,Malambo,308433075921,C. E. SEMBRANDO FUTURO,NO_OFICIAL,Académico,A,IND CL 26 29B-20,EL CONCORDE,3009428031,sembrandofuturomalambo2022@gmail.com,MARLON ARENAS ACOSTA,160,1.0
Atlántico,MALAMBO,Malambo,308433075930,C. E. DE ADULTOS CARL FRIEDICH GAUSS,NO_OFICIAL,Académico,A,CL 11 11 23,,,elicastrop12@yahoo.es,ELIZABETH CASTRO PERTUZ,99,1.0
Atlántico,MALAMBO,Malambo,308433075948,COLEGIO LUZ MARINA MEZA (ANTIGUO CENTRO EDUCATIVO EL MILAGROSO),NO_OFICIAL,Académico,A,IND CL 12 6 SUR 85,EL PROGRESO,3213364033,centroeducativoelmilagroso@gmail.com,MERLY YURANIS MARTINEZ ANGULO,149,1.0
Atlántico,MALAMBO,Malambo,308433075956,CENTRO EDUCATIVO GETSEMANÍ,NO_OFICIAL,,A,KR 3 S 7 B 23,BELLAVISTA,3126831177,cegetsemani@outlook.com,MOISES NEGRETE HERNANDEZ,32,1.0
Atlántico,MALAMBO,Malambo,308433075964,INSTITUTO PEDAGOGICO MIGUEL DE ZUBIRIA,NO_OFICIAL,,A,IND KRA 2AS CL 7A-60,BELLAVISTA,3765440-3145603996,inspemigueldezubiria@gmail.com,CARMEN ROCIO MERCADO JIMENEZ,180,1.0
Atlántico,MALAMBO,Malambo,308433075972,CENTRO EDUCATIVO LA UNIVERSIDAD DE LOS NIÑOS,NO_OFICIAL,,A,CL 4 A 5 S 62,URBANIZACION LA LUNA,3024350227,claup1220@hotmail.com,CLAUDIA PERIÑAN SANTANA,182,1.0
Atlántico,MALAMBO,Malambo,308433075981,INSTITUCION EDUCATIVA FUNDACION ERASMO DE ROTTERDAN,NO_OFICIAL,Académico,A,CL 1 B 12 40,BELLAVISTA,,direcccionacademicahumanista@gmail.com,IVAN DARIO SILVA MORENO,86,1.0
Atlántico,MALAMBO,Malambo,308433800006,CENTRO EDUCATIVO AVANCEMOS,NO_OFICIAL,Académico,A,IND CL 4B4 3SUR 83,MONTECARLOS,3013610033,ceavancemos0523@hotmail.com,CANDELARIA MANJARREZ GARCES,92,1.0
Atlántico,MALAMBO,Malambo,308433800014,CENTRO EDUCATIVO GIMNASIO GRANDES EXPLORADORES,NO_OFICIAL,,A,KR 15 11 35,,,yevaru15@hotmail.com,JESSICA PAOLA VARELA RUEDA,46,1.0
Atlántico,MALAMBO,Malambo,308433800031,JARDIN INFANTIL MIS PRIMEROS TRAZOS,NO_OFICIAL,,A,IND CL 22 30 A 06,CONCORDE,,tatimars14@hotmail.com,TATIANA MARGARITA SILVA CORREDOR,22,1.0
Atlántico,MALAMBO,Malambo,308433800049,CENTRO EDUCATIVO NUEVA ESPERANZA,NO_OFICIAL,,A,IND CALLE 13 4DS - 80,EL CARMEN,3008236088,ceneducativo2001@hotmail.com,LILIBETH MEDRANO NUÑEZ,83,1.0
Atlántico,MALAMBO,Malambo,308433800073,JARDIN INFANTIL LA NUEVA JERUSALEN,NO_OFICIAL,,A,CL 17 C 22 51,EL CONCORDE,3762123,shie18@hotmail.com,GINA MARGARITA BARROS CABRERA,105,1.0
Atlántico,MALAMBO,Malambo,308433800081,CENTRO DE EDUCACION PARA ADULTOS OASIS DE FE,NO_OFICIAL,Académico,A,CALLE 10 6 - 187,CARACOLI,,katyazarache@hotmail.com,KATYA ZARACHE VILLARREAL,15,1.0
Atlántico,MALAMBO,Malambo,308433800111,CENTRO DE EDUCACION PARA ADULTOS Y JOVENES POR CICLOS CAMILO TORRES RESTREPO,NO_OFICIAL,Académico,A,IND CALLE 10B 2CSUR-08,BELLAVISTA,,centroeducamilotorresrestrepo@gmail.com,JESUS MARIA MUÑOZ VILLANUEVA,162,1.0
Atlántico,MALAMBO,Malambo,308433800138,JARDIN INFANTIL APRENDIENDO APRENDER,NO_OFICIAL,,A,CL 22 A 29 A 17,CONCORDE,,,STEFANNY MILENA CASTILLA GARAVITO,45,1.0
Atlántico,MALAMBO,Malambo,308433800146,CENTRO EDUCATIVO BLUE,NO_OFICIAL,,A,IND CRA 1D NO. 4A6-14,EL TESORO,,,ROSA ELENA GERARDINO PATIÑO,23,1.0
Atlántico,MALAMBO,Malambo,308433800154,CENTRO EDUCATIVO ELOHIM YIREH,NO_OFICIAL,,A,IND CRA 5SUR 13A 16,PARAISO,,,ALLMA ROSA INFANTE MERIÑO,50,1.0
Atlántico,MALAMBO,Malambo,308433800162,CENTRO DE EDUCACION INTEGRAL JESUS DE LA BUENA ESPERANZA,NO_OFICIAL,Académico,A,IND CRA 26 B NO. 14A-48,EL CONCORDE,3128450977,centronuevaesperanza74@gmail.com,JOSE ANTONIO RODRIGUEZ VERGARA,78,1.0
