An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,Cod SIIIR PJ,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email
2025-2026,DJ,FĂRCAŞ,72285,RURAL,1661101967,ȘCOALA GIMNAZIALĂ FĂRCAȘ,GOLUMBU,72310,RURAL,,1662101759,SCOALA PRIMARA GOLUMBU,ȘCOALA PRIMARĂ GOLUMBU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,278,207258,0251440531,0251440531,farcasscoala@yahoo.com
2025-2026,DJ,GHERCEŞTI,72418,RURAL,1661104495,ȘCOALA GIMNAZIALĂ GHERCEȘTI,GÂRLEŞTI,72427,RURAL,,1662104183,SCOALA PRIMARA GARLESTI,ȘCOALA PRIMARĂ GÂRLEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Eroilor,69,207281,0251450449,0251450449,scoalaghercesti@yahoo.com
2025-2026,DJ,GOIEŞTI,72686,RURAL,1661105442,ȘCOALA GIMNAZIALĂ GOIEȘTI,MOGOŞEŞTI,72739,RURAL,,1662100306,SCOALA PRIMARA MOGOSESTI,ȘCOALA PRIMARĂ MOGOȘEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,1,207310,0771780734,0251452050,scoalagoiesti@yahoo.co.uk
2025-2026,DJ,GOIEŞTI,72686,RURAL,1661105442,ȘCOALA GIMNAZIALĂ GOIEȘTI,MĂLĂEŞTI,72720,RURAL,,1662106375,SCOALA PRIMARA MALAESTI,ȘCOALA PRIMARĂ MĂLĂEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,10,207310,0771780734,0251452050,scoalagoiesti@yahoo.co.uk
2025-2026,DJ,GRECEŞTI,72828,RURAL,1661102041,ȘCOALA GIMNAZIALĂ GRECEȘTI,BUSU,72846,RURAL,,1662102561,SCOALA PRIMARA BUSU,ȘCOALA PRIMARĂ BUSU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,49,207322,0251445417,0251445417,scoalagrecesti@gmail.com
2025-2026,DJ,GRECEŞTI,72828,RURAL,1661102041,ȘCOALA GIMNAZIALĂ GRECEȘTI,BUSULEŢU,72855,RURAL,,1662102579,SCOALA PRIMARA BUSULETU,ȘCOALA PRIMARĂ BUSULEȚU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,22,207336,0251445417,0251445417,scoalagrecesti@gmail.com
2025-2026,DJ,LEŞILE,70272,RURAL,1661104735,ȘCOALA GIMNAZIALĂ LEȘILE,ALBEŞTI,70192,RURAL,,1662100835,SCOALA PRIMARA ALBESTI,ȘCOALA PRIMARĂ ALBEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Col. Ioan Angelescu,96,207551,0251451348,0251451348,scoalagenerala.lesile@gmail.com
2025-2026,DJ,LIPOVU,72962,RURAL,1661105799,"ȘCOALA GIMNAZIALĂ ""PETRE MĂNĂRCESCU"" LIPOVU",LIPOVU DE SUS,72971,RURAL,,1662103422,SCOALA PRIMARA LIPOVU DE SUS,ȘCOALA PRIMARĂ LIPOVU DE SUS,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,1,207356,0251359028,0251359028,scoala.lipovu07@yahoo.com
2025-2026,DJ,MAGLAVIT,73040,RURAL,1661105501,"ȘCOALA GIMNAZIALĂ ""ȘTEFAN ISPAS"" MAGLAVIT",MAGLAVIT,73040,RURAL,,1662100048,SCOALA PRIMARA MAGLAVIT,ȘCOALA PRIMARĂ MAGLAVIT,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Calea Severinului,101,207360,0251328045,0251328045,scoala_maglavit@yahoo.com
2025-2026,DJ,MOŢĂŢEI,73344,RURAL,1661104753,ȘCOALA GIMNAZIALĂ NR. 1 MOȚĂȚEI,DOBRIDOR,73353,RURAL,,1662100663,SCOALA PRIMARA DOBRIDOR,ȘCOALA PRIMARĂ DOBRIDOR,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Şcolii,3,207415,0251326040,0251326040,scoalamotatei@yahoo.com
2025-2026,DJ,MOŢĂŢEI,73344,RURAL,1661104753,ȘCOALA GIMNAZIALĂ NR. 1 MOȚĂȚEI,MOŢĂŢEI GARĂ,73362,RURAL,,1662100618,SCOALA PRIMARA MOTATEI GARA,ȘCOALA PRIMARĂ MOȚĂȚEI GARĂ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Mihai EMINESCU,23,207425,0251326040,0251326040,scoalamotatei@yahoo.com
2025-2026,DJ,ORODEL,73512,RURAL,1661104391,ȘCOALA GIMNAZIALĂ ORODEL,CĂLUGĂREI,73530,RURAL,,1662101601,SCOALA PRIMARA CALUGAREI,ȘCOALA PRIMARĂ CĂLUGĂREI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,83,207437,0251367584,0251367584,scoala.orodel@yahoo.com
2025-2026,DJ,PIELEŞTI,73638,RURAL,1661104997,ȘCOALA GIMNAZIALĂ PIELEȘTI,CÂMPENI,73647,RURAL,,1662102692,SCOALA PRIMARA CAMPENI,ȘCOALA PRIMARĂ CÂMPENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,2,207450,0251459215,0251459215,scoalanr2pielesti@yahoo.com
2025-2026,DJ,PLEŞOI,73834,RURAL,1661101922,ȘCOALA GIMNAZIALĂ PLEȘOI,MILOVAN,73825,RURAL,,1662102742,SCOALA PRIMARA MILOVAN,ȘCOALA PRIMARĂ MILOVAN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,106,207479,0251454246,0251454236,scoalaplesoi@gmail.com
2025-2026,DJ,PODARI,70129,RURAL,1661105962,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI",BRANIŞTE,70147,RURAL,,1662101117,SCOALA PRIMARA BRANISTE-PODARI,ȘCOALA PRIMARĂ BRANIȘTE-PODARI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Calafatului,87,207467,0351172739,0351172739,scoala_podari@yahoo.com
2025-2026,DJ,POIANA MARE,73745,RURAL,1661101913,"LICEUL TEORETIC ""GEORGE ȘT. MARINCU"" POIANA MARE",TUNARII NOI,73754,RURAL,,1662100993,SCOALA PRIMARA TUNARII NOI,ȘCOALA PRIMARĂ TUNARII NOI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,15,207471,0251235027,0251235027,liceulpoianamare@yahoo.com
2025-2026,DJ,ROBĂNEŞTII DE JOS,73932,RURAL,1661105157,ȘCOALA GIMNAZIALĂ ROBĂNEȘTII DE JOS,LĂCRIŢA MARE,73969,RURAL,,1662102656,SCOALA PRIMARA LACRITA MARE,ȘCOALA PRIMARĂ LĂCRIȚA MARE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Drumul Craiovei,66,207498,0251456089,0251456089,scoalarobanesti@yahoo.com
2025-2026,DJ,SADOVA,74000,RURAL,1661104717,ȘCOALA GIMNAZIALĂ SADOVA,SADOVA,74000,RURAL,,1662102371,SCOALA PRIMARA RAIETI SADOVA,ȘCOALA PRIMARĂ RAIEȚI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Craiovei,14,207505,0251376526,0251376526,scoalasadova2007@yahoo.com
2025-2026,DJ,SECU,74180,RURAL,1661105917,ȘCOALA GIMNAZIALĂ SECU,COMĂNICEA,74199,RURAL,,1662100455,SCOALA PRIMARA COMANICEA,ȘCOALA PRIMARĂ COMĂNICEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,1,207531,0251453460,0251453460,scoala_secu@yahoo.com
2025-2026,DJ,SECU,74180,RURAL,1661105917,ȘCOALA GIMNAZIALĂ SECU,SMADOVICIOARA DE SECU,74206,RURAL,,1662100446,SCOALA PRIMARA SMADOVICIOARA,ȘCOALA PRIMARĂ SMADOVICIOARA DE SECU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,1,207532,0251453455,0251453460,scoala_secu@yahoo.com
2025-2026,DJ,SĂLCUŢA,74037,RURAL,1661105894,ȘCOALA GIMNAZIALĂ SĂLCUȚA,MÂRZA,74046,RURAL,,1662103327,SCOALA PRIMARA MARZA,ȘCOALA PRIMARĂ MÂRZA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Capitan Ion Marza,60 A,207511,0251363012,0251363012,scoala_salcuta@yahoo.com
2025-2026,DJ,SĂLCUŢA,74037,RURAL,1661105894,ȘCOALA GIMNAZIALĂ SĂLCUȚA,PLOPŞOR,74055,RURAL,,1662103336,SCOALA PRIMARA PLOPSOR,ȘCOALA PRIMARĂ PLOPȘOR,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,C.S. Nicolaescu,64,207512,0251363012,0251363012,scoala_salcuta@yahoo.com
2025-2026,DJ,TESLUI,74420,RURAL,1661101854,ȘCOALA GIMNAZIALĂ TESLUI,PREAJBA DE PĂDURE,74466,RURAL,,1662100179,SCOALA PRIMARA PREAJBA DE PADURE,"ȘCOALA PRIMARĂ ""PROF. EUGEN RUSIN"" PREAJBA DE PĂDURE",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,122,207584,0251456701,0251456701,scoala_teslui@yahoo.com
2025-2026,DJ,TESLUI,74420,RURAL,1661101854,ȘCOALA GIMNAZIALĂ TESLUI,VIIŞOARA MOŞNENI,74493,RURAL,,1662100152,SCOALA PRIMARA VIISOARA MICA,ȘCOALA PRIMARĂ VIIȘOARA MICĂ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,124,207588,0251456701,0251456701,scoala_teslui@yahoo.com
2025-2026,DJ,TESLUI,74420,RURAL,1661101854,ȘCOALA GIMNAZIALĂ TESLUI,ŢĂRŢĂL,74475,RURAL,,1662100188,SCOALA PRIMARA TARTAL,ȘCOALA PRIMARĂ ȚĂRȚĂL,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,123,207586,0251456701,0251456701,scoala_teslui@yahoo.com
2025-2026,DJ,TĂLPAŞ,72374,RURAL,1661105098,ȘCOALA GIMNAZIALĂ TĂLPAȘ,MOFLEŞTI,72329,RURAL,,1662102828,SCOALA PRIMARA MOFLESTI,ȘCOALA PRIMARĂ MOFLEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,120,207266,0251452495,0251452495,talpasscoala@yahoo.com
2025-2026,GJ,ALIMPEŞTI,78551,RURAL,1861106345,ȘCOALA GIMNAZIALĂ ALIMPEȘTI,SÂRBEŞTI,78597,RURAL,180508175,1862102929,"ȘC. PRIM. SÂRBEȘTI, ALIMPEȘTI","ȘCOALA PRIMARĂ SÂRBEȘTI, ALIMPEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,1,217015,0253275159,0253275158,scoala1alimpesti@yahoo.com
2025-2026,GJ,ANDREEŞTI,82840,RURAL,1861100054,"ȘCOALA GIMNAZIALĂ ”TUDOR VLADIMIRESCU” ANDREEȘTI, VLADIMIR",VLADIMIR,82877,RURAL,,1862101159,ȘC. PRIM. NR.1 VLADIMIR,ȘCOALA PRIMARĂ NR.1 VLADIMIR,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala,1 ,217550,0253230165,0253230165,scoalaandreesti@yahoo.com
2025-2026,GJ,ANINOASA,78613,RURAL,1861105421,ȘCOALA GIMNAZIALĂ ANINOASA,COSTEŞTI,78631,RURAL,,1862105231,"ȘC. PRIM. NR. 1 COSTEȘTI, ANINOASA","ȘCOALA PRIMARĂ NR. 1 COSTEȘTI, ANINOASA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,341,217022,0253477126,0253477126,scoalaaninoasa@yahoo.com
2025-2026,GJ,BAIA DE FIER,78720,RURAL,1861105828,LICEUL TEHNOLOGIC BAIA DE FIER,BAIA DE FIER,78720,RURAL,,1862100167,"ȘC. PRIM. GALBENU, BAIA DE FIER","ȘCOALA PRIMARĂ GALBENU, BAIA DE FIER",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,1443,217030,0253708075,0253708075,grup_scolar_ind_baia_de_fier@yahoo.com
2025-2026,GJ,BOLBOŞI,79086,RURAL,1861106309,"ȘCOALA GIMNAZIALĂ ""NICOLAE COSTESCU"" BOLBOȘI",BOLBOŞI,79086,RURAL,,1862106544,ȘC. PRIM. BOLBOȘI,"ȘCOALA PRIMARĂ BOLBOȘI, BOLBOȘI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principala,50,217080,0253287852,0253287515,scoalabolbosi@yahoo.com
2025-2026,GJ,BOLBOŞI,79086,RURAL,1861106309,"ȘCOALA GIMNAZIALĂ ""NICOLAE COSTESCU"" BOLBOȘI",BĂLĂCEŞTI,79095,RURAL,,1862102056,"ȘC. PRIM. BĂLĂCEȘTI, BOLBOȘI","ȘCOALA PRIMARĂ BĂLĂCEȘTI, BOLBOȘI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 50,217081,0253287515,0253287515,scoalabolbosi@yahoo.com
2025-2026,GJ,BORĂSCU,79166,RURAL,1861106042,ȘCOALA GIMNAZIALĂ BORĂSCU,MILUTA,79219,RURAL,,1862100443,"ȘC. PR. MILUTA, BORĂSCU","ȘCOALA PRIMARĂ MILUTA, BORĂSCU",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 79A,217090,0253287026,0253287026,scoala_borascu@yahoo.com
2025-2026,GJ,BUMBEŞTI-JIU,79317,URBAN,1861106119,ȘCOALA GIMNAZIALĂ NR 1 BUMBEȘTI-JIU,LĂZĂREŞTI,79335,RURAL,,1862101254,"ȘC. PRIM. LĂZĂREȘTI, BUMBEȘTI-JIU","ȘCOALA PRIMARĂ LĂZĂREȘTI, BUMBEȘTI-JIU",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,215100,0253463456,0253463456,scbumb@yahoo.com
2025-2026,GJ,BUMBEŞTI-JIU,79317,URBAN,1861106119,ȘCOALA GIMNAZIALĂ NR 1 BUMBEȘTI-JIU,TETILA,79353,RURAL,,1862101272,"ȘC. PRIM. TETILA, BUMBEȘTI-JIU","ȘCOALA PRIMARĂ TETILA, BUMBEȘTI-JIU",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 11,215100,0253463456,0253463456,scbumb@yahoo.com
2025-2026,GJ,BUSTUCHIN,79415,RURAL,1861100045,LICEUL TEHNOLOGIC BUSTUCHIN,BUSTUCHIN,79415,RURAL,,1862100348,ȘC. PRIM. NR.2 BUSTUCHIN,ȘCOALA PRIMARĂ NR.2 BUSTUCHIN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217115,0253475121,0253475121,gsibustuchin@yahoo.com
2025-2026,GJ,BÂLTENI,79013,RURAL,1861106295,LICEUL TEHNOLOGIC BÂLTENI,COCORENI,79022,RURAL,180507553,1862102246,"ȘC. PRIM. COCORENI, BÂLTENI","ȘCOALA PRIMARĂ COCORENI,BÂLTENI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 272,217061,0253233027,0253233027,liceu_bilteni@yahoo.com
2025-2026,GJ,BÂLTENI,79013,RURAL,1861106295,LICEUL TEHNOLOGIC BÂLTENI,PEŞTEANA JIU,79040,RURAL,,1862106892,"ȘC. PRIM. NR.2 PEȘTEANA JIU, BÂLTENI","ȘCOALA PRIMARĂ NR. 2 PEȘTEANA JIU, BÂLTENI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALĂ ,712,,0253233027,,
2025-2026,GJ,BÂLTENI,79013,RURAL,1861106295,LICEUL TEHNOLOGIC BÂLTENI,VLĂDULENI,79068,RURAL,180507618,1862102201,"ȘC. PRIM. VLĂDULENI, BÂLTENI","ȘCOALA PRIMARĂ VLĂDULENI, BÂLTENI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 93,217064,0253233027,0253233027,liceu_bilteni@yahoo.com
2025-2026,GJ,BĂLCEŞTI,78891,RURAL,1861106087,"ȘCOALA GIMNAZIALĂ BĂLCEȘTI, BENGEȘTI-CIOCADIA",CIOCADIA,78917,RURAL,,1862105109,"ȘC.PR.CIOCADIA, BENGEȘTI-CIOCADIA","ȘCOALA PRIMARĂ CIOCADIA, BENGEȘTI-CIOCADIA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala,1 ,217069,0253273606,0253273606,scoalabalcesti@yahoo.com
2025-2026,GJ,BĂRBĂTEŞTI,78837,RURAL,1861105787,ȘCOALA GIMNAZIALĂ ”ION POPESCU” BĂRBĂTEȘTI,PETREŞTI,78855,RURAL,,1862104076,"ȘC. PRIM. PETREȘTI, BĂRBĂTEȘTI","ȘCOALA PRIMARĂ PETREȘTI, BĂRBĂTEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALA,110,217055,0253270600,0253270600,gen.barbatesti@yahoo.com
2025-2026,GJ,CAPU DEALULUI,79273,RURAL,1861106078,"ȘCOALA GIMNAZIALĂ CAPU DEALULUI, BRĂNEȘTI",BRĂNEŞTI,79246,RURAL,,1862103265,ȘC. PRIM. BRĂNEȘTI,ȘCOALA PRIMARĂ BRĂNEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 39,217100,0253288015,0253288015,scoalacapudealului@yahoo.ro
2025-2026,GJ,CAPU DEALULUI,79273,RURAL,1861106078,"ȘCOALA GIMNAZIALĂ CAPU DEALULUI, BRĂNEȘTI",GILORTU,79282,RURAL,,1862103315,"ȘC. PRIM. GILORTU, BRĂNEȘTI","ȘCOALA PRIMARĂ GILORTU, BRĂNEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 39,217100,0253288015,0253288015,scoalacapudealului@yahoo.ro
2025-2026,GJ,CIUPERCENI,79665,RURAL,1861105941,ȘCOALA GIMNAZIALĂ CIUPERCENI,VÂRTOPU,79718,RURAL,,1862103333,"ȘC. PRIM. VÂRTOPU, CIUPERCENI","ȘCOALA PRIMARĂ VÂRTOPU, CIUPERCENI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217161,0253276005,0253276005,scoalageneralaciuperceni@yahoo.com
2025-2026,GJ,CRUŞET,79941,RURAL,1861106327,ȘCOALA GIMNAZIALĂ CRUȘEȚ,MĂIAG,79978,RURAL,,1862102843,"ȘC. PRIM. NR. 1 MĂIAG, CRUȘEȚ","ȘCOALA PRIMARĂ NR.1 MĂIAG, CRUȘEȚ",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 343,217178,0253283203,0253283184,scoalacruset@yahoo.com
2025-2026,GJ,CRUŞET,79941,RURAL,1861106327,ȘCOALA GIMNAZIALĂ CRUȘEȚ,SLĂVUŢA,80016,RURAL,,1862102852,ȘC. PRIM. NR. 1 SLĂVUȚA CRUȘEȚ,ȘCOALA PRIMARĂ NR. 1 SLĂVUȚA CRUȘEȚ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 366,217183,0253283223,0253283184,scoalacruset@yahoo.com
2025-2026,GJ,CÂLNIC,79745,RURAL,1861105819,ȘCOALA GIMNAZIALĂ CÂLNIC,CÂLNICU DE SUS,79754,RURAL,,1862101607,"ȘC. PRIM. CÂLNICU DE SUS, CÂLNIC","ȘCOALA PRIMARĂ CÂLNICU DE SUS, CÂLNIC",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217146,0253276450,0253276450,scgenerala1cilnic@yahoo.com
2025-2026,GJ,CÂLNIC,79745,RURAL,1861105819,ȘCOALA GIMNAZIALĂ CÂLNIC,HODOREASCA,79781,RURAL,,1862101593,"ȘC. PRIM. HODOREASCA, CÂLNIC","ȘCOALA PRIMARĂ HODOREASCA, CÂLNIC",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217149,0253276450,0253276450,scgenerala1cilnic@yahoo.com
2025-2026,GJ,CĂPRENI,79503,RURAL,1861105579,ȘCOALA GIMNAZIALĂ CĂPRENI,BULBUCENI,79530,RURAL,,1862103595,"ȘC. PRIM. BULBUCENI, CĂPRENI","ȘCOALA PRIMARĂ BULBUCENI, CĂPRENI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217471,0253282256,0253282256,scoalacapreni@yahoo.com
2025-2026,GJ,CĂRPINIŞ,79889,RURAL,1861105882,"ȘCOALA GIMNAZIALĂ CĂRPINIȘ, CRASNA",RADOŞI,79923,RURAL,,1862102585,"ȘC. PRIM. RADOȘI, CRASNA","ȘCOALA PRIMARĂ RADOȘI, CRASNA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217174,0253474122,0253474122,scgeneralacarpinis@yahoo.com
2025-2026,GJ,DRĂGOTEŞTI,80258,RURAL,1861104899,"ȘCOALA GIMNAZIALĂ ""ION VÎLCEANU"" DRĂGOTEȘTI",COROBĂI,80267,RURAL,508507,1862105778,"ȘC. PRIM. COROBĂI, DRĂGOTEȘTI","ȘCOALA PRIMARĂ COROBĂI, DRĂGOTEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217220,0253376401,0253376401,scoala_generala_corobai@yahoo.com
2025-2026,GJ,DRĂGUŢEŞTI,78025,RURAL,1861105986,ȘCOALA GIMNAZIALĂ DRĂGUȚEȘTI,URECHEŞTI,78070,RURAL,,1862106924,"ȘC. PRIM. URECHEȘTI, COM DRĂGUȚEȘTI","ȘCOALA PRIMARĂ URECHEȘTI, COM. DRĂGUȚEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALĂ,1,,,,
2025-2026,GJ,DĂNCIULEŞTI,80052,RURAL,1861105873,"ȘCOALA GIMNAZIALĂ ""CORNELIUS RADU"" RĂDINEȘTI, DĂNCIULEȘTI",HĂLĂNGEŞTI,80070,RURAL,180508351,1862105041,"ȘC. PRIM. HĂLĂNGEȘTI, DĂNCIULEȘTI","ȘCOALA PRIMARĂ HĂLĂNGEȘTI, DĂNCIULEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 225,217196,0253289338,0253289338,scoalacorneliusradu@gmail.com
2025-2026,GJ,DĂNEŞTI,80132,RURAL,1861104673,ȘCOALA GIMNAZIALĂ NR.1 DĂNEȘTI,VĂCAREA,80230,RURAL,,1862103871,"ȘC. PRIM. VĂCAREA, DĂNEȘTI","ȘCOALA PRIMARĂ VĂCAREA, DĂNEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217212,0253271601,0253271601,scoala_danesti@yahoo.ro
2025-2026,GJ,GLOGOVA,80409,RURAL,1861104655,"ȘCOALA GIMNAZIALĂ ""PROF.NICOLAE CARANDA"" GLOGOVA",OLTEANU,80418,RURAL,,1862104551,"ȘC. PRIM. OLTEANU, GLOGOVA","ȘCOALA PRIMARĂ OLTEANU, GLOGOVA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 23,217249,0253411413,0253411405,scoalageneralaglogova@yahoo.com
2025-2026,GJ,GODINEŞTI,80436,RURAL,1861105905,ȘCOALA GIMNAZIALĂ ”NICOLAE MISCHIE” GODINEȘTI,PÂRÂU DE PRIPOR,80472,RURAL,,1862101919,"ȘC. PRIM. PÂRÂU DE PRIPOR, GODINEȘTI","ȘCOALA PRIMARĂ PÂRÂU DE PRIPOR, GODINEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 21,217254,0253377311,0253377234,scoalagodinesti@yahoo.com
2025-2026,GJ,HUREZANI,80515,RURAL,1861105552,ȘCOALA GIMNAZIALĂ HUREZANI,BUSUIOCI,80524,RURAL,,1862102169,"ȘC. PRIM. BUSUIOCI, HUREZANI","ȘCOALA PRIMARĂ BUSUIOCI, HUREZANI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217261,0253231104,0253231128,scoalahurezani@yahoo.com
2025-2026,GJ,JUPÂNEŞTI,80622,RURAL,1861105389,ȘCOALA GIMNAZIALĂ JUPÂNEȘTI,PÂRÂU BOIA,80640,RURAL,,1862103446,"ȘC. PRIM. PÂRÂU BOIA, JUPÂNEȘTI","ȘCOALA PRIMARĂ PÂRÂU BOIA, JUPÂNEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217270,0253230507,0253230507,gen.jupanesti@yahoo.com
2025-2026,GJ,LIHULEŞTI,78962,RURAL,1861106223,"ȘCOALA GIMNAZIALĂ LIHULEȘTI, BERLEȘTI",SCRADA,78980,RURAL,180507541,1862104189,"ȘC. PRIM. SCRADA, BERLEȘTI","ȘCOALA PRIMARĂ SCRADA, BERLEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, PRINCIPALA,1 ,217073,0253271128,0253271128,scoalalihulesti@yahoo.com
2025-2026,GJ,MUŞETEŞTI,80917,RURAL,1861106173,ȘCOALA GIMNAZIALĂ MUȘETEȘTI,MUŞETEŞTI,80917,RURAL,,1862100764,ȘC. PRIM. NR. 2 MUȘETEȘTI,ȘCOALA PRIMARĂ NR.2 MUȘETEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, PRINCIPALA,2,217300,0253272727,0253272727,scgen_musetesti@yahoo.com
2025-2026,GJ,MUŞETEŞTI,80917,RURAL,1861106173,ȘCOALA GIMNAZIALĂ MUȘETEȘTI,STĂNCEŞTI,80962,RURAL,,1862100728,"ȘC. PRIM. STĂNCEȘTI, MUȘETEȘTI","ȘCOALA PRIMARĂ STĂNCEȘTI, MUȘETEȘTI",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, PRINCIPALA,3,80962,0253272727,0253272727,scgen_musetesti@yahoo.com
2025-2026,GJ,NEGOMIR,80999,RURAL,1861105516,ȘCOALA GIMNAZIALĂ NR.1 NEGOMIR,URSOAIA,81077,RURAL,,1862101765,"ȘC. PRIM. URSOAIA, NEGOMIR","ȘCOALA PRIMARĂ URSOAIA, NEGOMIR",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principala, 1,217310,0253285154,0253285154,scoalaprimaraursoaia@yahoo.com
